,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
1903,house,independent,sector 81,0.89,8128.0,1095.0,Built Up area: 1095 (101.73 sq.m.),1,1,0,1.0,,Undefined,,1095.0,,0,0,0,0,0,0,0
1904,flat,vatika emilia floors,sector 83,0.65,6190.0,1050.0,Super Built up area 1050(97.55 sq.m.)Built Up area: 950 sq.ft. (88.26 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),2,2,2,1.0,South,Relatively New,1050.0,950.0,850.0,0,0,0,0,0,1,174
1905,house,independent,sector 46,2.2,24202.0,909.0,Plot area 101(84.45 sq.m.),3,3,2,3.0,North-West,Old Property,,909.0,,0,0,1,0,0,1,56
1906,flat,unitech the palms,sector 41,2.75,16768.0,1640.0,Super Built up area 1640(152.36 sq.m.),3,3,2,14.0,,Old Property,1640.0,,,0,0,0,0,0,2,79
1907,house,independent,sector 105,1.2,13333.0,900.0,Plot area 900(83.61 sq.m.),7,4,1,2.0,South-West,Moderately Old,,900.0,,0,0,0,0,1,0,14
1908,flat,gls arawali homes,sohna road,0.3,6237.0,481.0,Super Built up area 567(52.68 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2,2,2,4.0,East,Relatively New,567.0,,480.53,0,0,0,0,0,2,120
1909,flat,godrej nature plus,sector 33,1.2,13363.0,898.0,Carpet area: 76.44,2,2,0,11.0,,Under Construction,,,76.44,0,0,0,0,0,0,56
1910,flat,emaar mgf emerald floors,sector 65,3.2,10159.0,3150.0,Built Up area: 3150 (292.64 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4,3,2,1.0,,Relatively New,,3150.0,1750.0,0,1,0,0,0,0,0
1911,house,dlf city plots phase 2,sector 25,4.5,33333.0,1350.0,Plot area 150(125.42 sq.m.),5,3,2,3.0,,Old Property,,1350.0,,0,0,1,1,0,0,25
1912,flat,indiabulls centrum park,sector 103,2.4,8348.0,2875.0,Super Built up area 2875(267.1 sq.m.)Built Up area: 2456 sq.ft. (228.17 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,6,3+,15.0,North-East,Relatively New,2875.0,2456.0,2100.0,0,1,0,0,0,0,156
1913,flat,conscient heritage max,sector 102,3.0,10490.0,2860.0,Carpet area: 2860 (265.7 sq.m.),4,4,3+,7.0,East,Relatively New,,,2860.0,0,0,0,0,1,1,65
1914,flat,godrej frontier,sector 80,1.4,6189.0,2262.0,Super Built up area 2262(210.15 sq.m.)Built Up area: 1854 sq.ft. (172.24 sq.m.)Carpet area: 1576 sq.ft. (146.42 sq.m.),3,4,2,10.0,North-West,Moderately Old,2262.0,1854.0,1576.0,0,0,1,1,0,0,111
1915,flat,umang winter hills,sector 77,0.75,5589.0,1342.0,Super Built up area 1342(124.68 sq.m.)Built Up area: 1180 sq.ft. (109.63 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,2,2,7.0,North-East,Relatively New,1342.0,1180.0,1050.0,0,0,0,0,0,1,174
1917,house,independent,sector 7,3.1,13778.0,2250.0,Plot area 250(209.03 sq.m.),3,3,2,2.0,North-West,Old Property,,2250.0,,0,0,0,0,0,0,22
1918,house,independent,sector 47,4.6,26620.0,1728.0,Plot area 192(160.54 sq.m.),7,6,3+,4.0,,Moderately Old,,1728.0,,0,0,0,0,0,2,51
1919,flat,ats tourmaline,sector 109,1.45,6744.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),3,4,3+,4.0,North-West,Relatively New,2150.0,1797.0,1660.0,0,1,0,0,0,0,71
1920,flat,m3m heights,sector 65,3.29,17998.0,1828.0,Super Built up area 1828(169.83 sq.m.),3,3,3,33.0,East,New Property,1828.0,,,0,0,0,0,0,0,49
1921,house,independent,sector 11,0.44,4251.0,1035.0,Carpet area: 115 (96.15 sq.m.),3,2,1,1.0,,Relatively New,,,115.0,0,0,0,1,1,0,46
1922,flat,emaar palm gardens,sector 83,1.6,8649.0,1850.0,Super Built up area 1850(171.87 sq.m.),3,3,3+,6.0,East,Relatively New,1850.0,,,1,1,1,1,0,1,167
1923,flat,godrej summit,sector 104,0.85,5878.0,1446.0,Super Built up area 1446(134.34 sq.m.)Built Up area: 1269 sq.ft. (117.89 sq.m.)Carpet area: 777 sq.ft. (72.19 sq.m.),2,2,3+,10.0,East,Relatively New,1446.0,1269.0,777.0,1,0,0,0,0,0,79
1925,flat,ss the leaf,sector 85,1.05,6402.0,1640.0,Super Built up area 1640(152.36 sq.m.),2,2,3,11.0,North-East,Relatively New,1640.0,,,0,0,0,0,0,0,44
1926,flat,signature global synera,sector 81,0.5,6803.0,735.0,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),2,2,3,6.0,South,Relatively New,735.0,700.0,635.0,0,0,0,0,0,0,117
1927,house,independent,sector 3,1.5,10288.0,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 210 sq.yards (175.59 sq.m.),3,3,0,,,Old Property,,210.0,,0,0,0,0,0,0,0
1928,flat,bestech park view ananda,sector 81,1.35,7542.0,1790.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,3,3+,10.0,North-East,Moderately Old,1790.0,,1130.0,0,0,1,0,0,1,72
1929,flat,birla navya,sector 63a,2.1,16667.0,1260.0,Carpet area: 1260 (117.06 sq.m.),2,2,2,2.0,,Under Construction,,,1260.0,0,0,0,0,0,0,38
1930,flat,vatika gurgaon,sector 83,0.83,6667.0,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1154 sq.ft. (107.21 sq.m.)Carpet area: 945 sq.ft. (87.79 sq.m.),2,2,2,12.0,North,Relatively New,1245.0,1154.0,945.0,0,0,0,1,0,0,165
1931,flat,vipul lavanya,sector 81,0.6,6667.0,900.0,Super Built up area 900(83.61 sq.m.),2,2,1,0.0,,Under Construction,900.0,,,0,0,0,0,0,0,0
1932,house,vipul tatvam villa,sector 48,6.4,24691.0,2592.0,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3,4,3,2.0,North,Relatively New,,240.0,200.0,1,1,1,0,0,1,148
1933,flat,sare crescent parc,sector 92,0.5,5000.0,1000.0,Super Built up area 1000(92.9 sq.m.),2,2,3,2.0,,Moderately Old,1000.0,,,0,0,0,0,0,0,38
1934,flat,dlf new town heights,sector 91,1.8,7679.0,2344.0,Carpet area: 2344 (217.76 sq.m.),4,4,3+,6.0,,Moderately Old,,,2344.0,0,1,0,1,0,0,81
1935,house,vipul tatvam villa,sector 48,8.2,25309.0,3240.0,Plot area 360(301.01 sq.m.),3,3,2,2.0,North,Moderately Old,,3240.0,,1,1,0,1,0,2,160
1936,house,unitech espace,sector 50,9.8,30247.0,3240.0,Plot area 360(301.01 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 280 sq.yards (234.12 sq.m.),4,4,3,2.0,North-West,Moderately Old,,300.0,280.0,0,1,0,0,0,0,22
1937,flat,imperia the esfera,sector 37c,0.85,5387.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,9.0,South-East,Relatively New,1578.0,,1310.0,1,0,0,0,0,0,49
1938,flat,umang monsoon breeze,sector 78,1.25,5000.0,2500.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,2.0,East,Relatively New,2350.0,2300.0,2000.0,0,1,0,1,1,0,57
1939,flat,godrej frontier,sector 80,1.6,6999.0,2286.0,Super Built up area 2262(210.15 sq.m.),3,3,3,5.0,,Moderately Old,2262.0,,,0,1,0,0,0,0,53
1940,flat,puri diplomatic greens,sector 111,2.65,11964.0,2215.0,Super Built up area 2215(205.78 sq.m.),3,4,3+,19.0,South-East,Relatively New,2215.0,,,1,1,1,1,0,0,65
1941,house,bhim garh kheri,sector 3,1.5,7576.0,1980.0,Plot area 220(183.95 sq.m.),7,2,0,1.0,,Undefined,,1980.0,,0,0,0,0,0,0,0
1942,flat,vatika the seven lamps,sector 82,1.39,6411.0,2168.0,Super Built up area 2160(200.67 sq.m.),3,3,3+,11.0,East,Relatively New,2160.0,,,1,1,0,0,0,1,117
1943,flat,rof aalayas,sector 102,0.45,6000.0,750.0,Built Up area: 750 (69.68 sq.m.),1,1,2,6.0,,Undefined,,750.0,,0,0,0,0,0,0,0
1944,flat,smriti apartment,sector 56,0.6,10000.0,600.0,Super Built up area 600(55.74 sq.m.),1,1,1,2.0,,Moderately Old,600.0,,,0,0,0,0,0,0,49
1945,house,unitech aspen greens,sector 50,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),3,4,2,1.0,East,Moderately Old,,3240.0,,1,1,0,0,0,1,101
1946,house,independent,sector 4,0.4,8889.0,450.0,Plot area 50(41.81 sq.m.),1,1,0,1.0,,Moderately Old,,450.0,,0,0,0,0,0,0,0
1947,flat,signature global city 92,sector 92,0.78,8050.0,969.0,Super Built up area 1197(111.2 sq.m.),2,2,2,2.0,,New Property,1197.0,,,0,0,0,0,0,1,47
1948,flat,emaar gurgaon greens,sector 102,1.4,8485.0,1650.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10.0,East,Relatively New,1650.0,1300.0,1022.58,0,1,0,0,0,0,46
1949,flat,tulip violet,sector 69,1.37,8676.0,1579.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,1,12.0,East,Relatively New,1578.0,,1538.0,0,0,0,1,0,0,95
1950,flat,signature andour heights,sector 71,0.6,10000.0,600.0,Super Built up area 600(55.74 sq.m.)Carpet area: 514 sq.ft. (47.75 sq.m.),2,2,1,5.0,South-West,Relatively New,600.0,,514.0,0,0,0,1,0,0,59
1951,flat,m3m golfestate,sector 65,4.95,15906.0,3112.0,Super Built up area 3112(289.11 sq.m.),3,3,3,10.0,North,Relatively New,3112.0,,,0,1,0,0,0,1,82
1952,flat,paras dews,sector 106,1.05,7581.0,1385.0,Carpet area: 1385 (128.67 sq.m.),2,2,2,5.0,West,New Property,,,1385.0,0,0,0,0,0,0,97
1953,flat,essel towers,sector 14,2.2,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3.0,North-West,Undefined,,,1760.0,0,0,0,0,0,0,0
1955,flat,tata gurgaon gateway,sector 113,2.45,10788.0,2271.0,Super Built up area 2225(206.71 sq.m.),3,3,3,8.0,North,Relatively New,2225.0,,,0,0,0,0,0,0,110
1956,house,independent,sector 25,6.6,36667.0,1800.0,Plot area 200(167.23 sq.m.),6,7,3+,2.0,East,Moderately Old,,1800.0,,1,1,0,0,0,1,119
1957,house,sare crescent parc royal greens phase 1,sector 92,0.85,4877.0,1743.0,Built Up area: 1743 (161.93 sq.m.),4,4,3,4.0,,Undefined,,1743.0,,0,0,0,0,0,0,0
1958,flat,dlf the ultima,sector 81,2.3,10937.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1617 sq.ft. (150.22 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,19.0,East,Relatively New,2103.0,1617.0,1257.0,1,1,0,1,1,2,49
1959,flat,signature global park,sohna road,0.72,5990.0,1202.0,Super Built up area 1210(112.41 sq.m.),2,2,3,3.0,North-West,Relatively New,1210.0,,,0,0,0,1,0,0,158
1960,flat,ss the leaf,sector 85,1.77,7350.0,2408.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,4,3,6.0,South-East,Moderately Old,2408.0,1450.0,1300.0,0,1,0,0,0,1,135
1961,flat,pyramid urban homes 2,sector 86,0.5,9690.0,516.0,Carpet area: 515.57 (47.9 sq.m.),2,2,2,6.0,,Old Property,,,515.5908099999999,0,0,0,0,0,0,15
1962,flat,ss the leaf,sector 85,2.03,7229.0,2808.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),4,4,3+,3.0,North-East,Relatively New,2812.0,2225.0,2175.0,0,0,0,0,1,0,49
1963,flat,apartment,sector 92,0.75,4688.0,1600.0,Carpet area: 1600 (148.64 sq.m.),3,4,3,2.0,East,Moderately Old,,,1600.0,1,0,0,0,0,0,113
1964,house,independent,sector 7,1.0,8818.0,1134.0,Plot area 126(11.71 sq.m.),2,2,0,0.0,,Old Property,,126.0,,1,0,0,0,0,0,7
1965,flat,signature global synera,sector 81,0.38,9500.0,400.0,Carpet area: 400 (37.16 sq.m.),1,1,2,3.0,South-West,Relatively New,,,400.0,0,0,0,0,0,0,43
1966,house,independent,sector 14,7.5,16600.0,4518.0,Plot area 502(419.74 sq.m.),3,3,2,1.0,West,Old Property,,4518.0,,1,1,0,1,0,1,27
1968,flat,laxmi apartment sector 99a gurgaon,sector 99a,0.3,4615.0,650.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,4.0,,New Property,650.0,,550.0,0,0,0,0,0,0,44
1970,flat,godrej aria,sector 79,1.3,8844.0,1470.0,Super Built up area 1470(136.57 sq.m.),2,2,2,7.0,,Relatively New,1470.0,,,1,0,0,0,0,1,116
1971,flat,signature global park,sohna road,0.7,6071.0,1153.0,Carpet area: 1153 (107.12 sq.m.),3,3,3,2.0,North,Relatively New,,,1153.0,0,0,0,1,0,0,152
1972,flat,sare homes,sector 92,1.25,6200.0,2016.0,Built Up area: 2040 (189.52 sq.m.),4,3,0,16.0,,Under Construction,,2040.0,,0,0,0,0,0,0,49
1973,flat,vatika lifestyle homes,sector 83,1.15,8214.0,1400.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,1,7.0,South-West,Moderately Old,1832.0,,1400.0,0,0,0,0,0,1,95
1974,flat,smart world gems,sector 89,0.88,7978.0,1103.0,Built Up area: 1103 (102.47 sq.m.),2,2,0,2.0,,Undefined,,1103.0,,0,0,0,0,0,0,45
1975,flat,eden landmark,manesar,0.5,3846.0,1300.0,Built Up area: 1300 (120.77 sq.m.),2,2,0,7.0,,Under Construction,,1300.0,,0,0,0,0,0,0,0
1976,house,dlf gardencity enclave,sector 93,1.3,11285.0,1152.0,Plot area 1152(107.02 sq.m.),3,2,1,3.0,,Relatively New,,1152.0,,0,0,0,0,0,0,50
1977,flat,shree vardhman victoria,sector 70,1.6,8205.0,1950.0,Carpet area: 1950 (181.16 sq.m.),3,5,3,6.0,West,Relatively New,,,1950.0,0,1,0,0,0,0,174
1978,flat,bestech park view grand spa,sector 81,4.5,10714.0,4200.0,Super Built up area 4200(390.19 sq.m.),4,6,3+,17.0,,Relatively New,4200.0,,,0,1,0,0,0,1,44
1979,flat,central park flower valley,sector 33,2.15,13522.0,1590.0,Super Built up area 1590(147.72 sq.m.),3,3,3+,1.0,,New Property,1590.0,,,0,0,0,0,0,0,31
1980,flat,eldeco accolade,sohna road,0.85,6725.0,1264.0,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,3,10.0,,New Property,1264.0,,730.0,0,0,0,0,0,0,72
1981,flat,signature global solera,sector 107,0.36,6569.0,548.0,Super Built up area 548(50.91 sq.m.),2,2,1,9.0,South,Relatively New,548.0,,,0,0,0,0,0,0,28
1982,flat,raheja revanta,sector 78,0.99,6100.0,1623.0,Super Built up area 1621(150.6 sq.m.),2,2,3,14.0,East,Under Construction,1621.0,,,0,0,0,0,1,0,39
1983,flat,adani m2k oyster grande,sector 102,2.4,9306.0,2579.0,Super Built up area 2579(239.6 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,4,3+,3.0,North-East,Relatively New,2579.0,,2100.0,1,0,0,0,0,1,49
1984,flat,signature global park,sohna road,0.55,6691.0,822.0,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,East,Undefined,,,822.0,0,0,0,0,0,0,58
1985,flat,tulip violet,sector 69,1.7,8458.0,2010.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),4,4,2,10.0,South-West,Relatively New,2010.0,,1610.0,1,1,1,1,0,0,174
1986,flat,bptp pedestal,sector 70a,1.9,9500.0,2000.0,Carpet area: 1900 (176.52 sq.m.),4,3,3,2.0,East,New Property,,,1900.0,0,0,1,0,0,0,133
1987,flat,mapsko mount ville,sector 79,1.4,9396.0,1490.0,Carpet area: 1490 (138.43 sq.m.),3,3,3,2.0,North,New Property,,,1490.0,0,0,0,0,0,1,112
1988,house,madan puri,sector 7,0.75,12500.0,600.0,Plot area 600(55.74 sq.m.),3,5,3,3.0,South-East,Moderately Old,,600.0,,0,0,0,0,0,0,0
1989,flat,emaar mgf the palm drive,sector 66,2.8,14359.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,2,12.0,East,New Property,1950.0,1920.0,1600.0,1,1,0,1,0,2,69
1990,flat,raheja vedaanta,sector 108,0.7,4651.0,1505.0,Built Up area: 1505 (139.82 sq.m.),2,2,2,12.0,South,Undefined,,1505.0,,0,0,0,0,0,0,0
1991,flat,dlf new town heights,sector 86,1.3,6736.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1715 sq.ft. (159.33 sq.m.),3,3,3,15.0,South,Relatively New,1930.0,1715.0,,0,1,0,1,0,1,49
1992,flat,ramprastha the edge towers,sector 37d,1.0,5650.0,1770.0,Super Built up area 1770(164.44 sq.m.),3,3,3+,13.0,,Moderately Old,1770.0,,,0,0,0,0,0,0,38
1993,flat,godrej,sector 79,1.12,7147.0,1567.0,Super Built up area 1572(146.04 sq.m.)Built Up area: 1325 sq.ft. (123.1 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,6.0,North-East,Relatively New,1572.0,1325.0,1200.0,1,0,0,0,0,0,49
1994,flat,tulip violet,sector 69,1.7,8445.0,2013.0,Super Built up area 2010(186.74 sq.m.),4,4,2,7.0,West,Relatively New,2010.0,,,0,0,0,0,0,0,128
1995,flat,chd avenue,sector 71,1.32,6019.0,2193.0,Super Built up area 2193(203.74 sq.m.),4,4,3,14.0,South,Moderately Old,2193.0,,,0,1,0,0,0,0,65
1996,house,independent,sector 38,3.9,21242.0,1836.0,Plot area 204(170.57 sq.m.),6,6,3+,3.0,North-East,Moderately Old,,1836.0,,1,1,0,1,0,0,32
1998,flat,conscient heritage max,sector 102,2.5,11633.0,2149.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,25.0,North-East,New Property,2149.0,,,1,1,0,0,0,1,56
1999,flat,bptp terra,sector 37d,1.55,7074.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,19.0,North-East,Relatively New,2191.0,2100.0,1800.0,0,0,0,0,1,1,131
2000,flat,bptp terra,sector 37d,1.55,8559.0,1811.0,Super Built up area 1811(168.25 sq.m.),3,3,3+,11.0,South,Relatively New,1811.0,,,0,0,0,0,0,0,79
2001,flat,tulip violet,sector 69,1.29,8227.0,1568.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,North-East,Relatively New,1568.0,,,0,0,0,1,0,1,86
2002,flat,unitech vistas,sector 70,0.99,6326.0,1565.0,Super Built up area 1565(145.39 sq.m.),3,4,2,11.0,,Under Construction,1565.0,,,0,0,0,0,0,0,0
2003,flat,shree arihant apartment,sector 54,1.5,8108.0,1850.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3+,4.0,West,Moderately Old,1850.0,1700.0,1550.0,0,0,0,1,0,1,75
2004,flat,smart world orchard,sector 61,1.65,13750.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,1.0,,Under Construction,,,1200.0,1,0,0,0,0,0,16
2005,flat,avl 36 gurgaon,sector 36a,0.37,10541.0,351.0,Super Built up area 352(32.7 sq.m.),1,1,1,3.0,North,Relatively New,352.0,,,0,0,0,0,0,1,88
2006,flat,unitech uniworld gardens,sector 47,2.15,10307.0,2086.0,Super Built up area 2086(193.8 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3+,10.0,East,Moderately Old,2086.0,1950.0,1750.0,0,1,0,0,0,0,49
2007,flat,aipl the peaceful homes,sector 70a,2.55,11860.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.),3,3,3,20.0,North-East,New Property,2150.0,2000.0,,0,1,0,1,1,1,150
2008,house,emaar mgf marbella,sector 66,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Relatively New,,3240.0,,1,1,1,1,0,1,160
2010,flat,signature global park,sohna road,0.68,8252.0,824.0,Carpet area: 824 (76.55 sq.m.),2,2,2,3.0,,New Property,,,824.0,0,0,0,0,0,0,113
2011,house,malibu towne,sector 47,8.81,27191.0,3240.0,Plot area 360(301.01 sq.m.),8,6,3+,3.0,East,Moderately Old,,3240.0,,1,1,0,0,1,1,27
2012,house,independent,sector 7,0.66,12000.0,550.0,Plot area 550(51.1 sq.m.),3,1,1,3.0,East,Relatively New,,550.0,,0,0,0,0,1,0,22
2013,flat,ss the leaf,sector 85,1.22,13319.0,916.0,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),2,2,3,16.0,North-East,Relatively New,1772.0,1300.0,916.0,0,0,1,0,0,0,81
2014,house,independent,sector 39,0.34,7556.0,450.0,Built Up area: 450 (41.81 sq.m.),1,1,1,1.0,,Undefined,,450.0,,0,0,0,0,0,0,0
2015,flat,mapsko casa bella,sector 82,1.3,6379.0,2038.0,Super Built up area 1960(182.09 sq.m.),4,4,3+,1.0,North,Relatively New,1960.0,,,0,1,0,0,0,0,130
2016,flat,pyramid urban homes 2,sector 86,0.5,8319.0,601.0,Carpet area: 601 (55.83 sq.m.),2,2,1,2.0,East,Relatively New,,,601.0,0,0,0,0,0,0,35
2017,flat,m3m capital,sector 113,2.37,11499.0,2061.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3+,20.0,East,Under Construction,,2060.0,1600.0,1,0,0,0,0,0,143
2018,flat,hsiidc sidco aravali,manesar,0.86,3323.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3,3,3+,3.0,South,Moderately Old,2588.0,1900.0,1877.0,0,1,0,0,0,0,81
2019,flat,spaze privy at,sector 84,1.2,7453.0,1610.0,Super Built up area 1610(149.57 sq.m.),2,2,3,3.0,,Relatively New,1610.0,,,1,0,0,0,0,1,133
2020,house,independent,sector 50,11.58,35741.0,3240.0,Plot area 360(301.01 sq.m.),5,5,3,2.0,,Moderately Old,,3240.0,,0,1,0,0,0,0,20
2021,flat,eldeco accolade,sohna road,0.72,5737.0,1255.0,Carpet area: 1264 (117.43 sq.m.),2,2,3,8.0,West,Relatively New,,,1264.0,0,0,0,0,0,0,153
2023,flat,m3m sierra 68,sector 68,1.08,8675.0,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2,2,3,1.0,West,Relatively New,1245.0,1130.0,930.0,0,0,0,0,0,1,149
2024,flat,bestech park view residency,sector 2,1.51,7869.0,1919.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,7.0,South-West,Moderately Old,1920.0,,,0,1,0,0,0,1,84
2025,flat,dlf express greens,manesar,1.2,6504.0,1845.0,Super Built up area 1845(171.41 sq.m.),3,4,2,5.0,East,Relatively New,1845.0,,,0,1,0,0,1,0,43
2026,flat,earth copia,sector 112,0.7,4673.0,1498.0,Built Up area: 1498 (139.17 sq.m.),2,2,2,4.0,East,Relatively New,,1498.0,,0,0,0,0,0,0,65
2027,house,not applicable,sector 4,0.65,13000.0,500.0,Plot area 500(46.45 sq.m.),2,1,1,3.0,East,Moderately Old,,500.0,,0,0,0,0,0,0,7
2028,flat,tulip violet,sector 69,1.55,9823.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,West,Relatively New,1578.0,,,0,0,0,1,0,1,129
2029,flat,aipl zen residences,sector 70a,1.82,10997.0,1655.0,Super Built up area 1655(153.75 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,12.0,South,Relatively New,1655.0,1600.0,1550.0,0,0,0,0,0,0,108
2030,house,independent,sector 46,3.55,24500.0,1449.0,Plot area 161(134.62 sq.m.),5,4,3+,3.0,North-West,Moderately Old,,1449.0,,0,1,0,0,0,1,73
2032,flat,dlf ridgewood estate,sector 28,2.0,14599.0,1370.0,Super Built up area 1370(127.28 sq.m.),3,3,1,12.0,North-East,Old Property,1370.0,,,0,0,0,0,0,1,96
2033,flat,indiabulls centrum park,sector 103,2.45,8522.0,2875.0,Super Built up area 2875(267.1 sq.m.),4,6,3,5.0,,Relatively New,2875.0,,,0,1,0,0,0,0,38
2034,flat,sobha city,sector 108,2.6,15196.0,1711.0,Super Built up area 1711(158.96 sq.m.),3,3,2,8.0,East,Relatively New,1711.0,,,0,0,0,0,0,0,99
2035,flat,dlf the ultima,sector 81,3.45,12013.0,2872.0,Super Built up area 2872(266.82 sq.m.),4,4,3+,10.0,East,New Property,2872.0,,,0,1,0,0,0,2,165
2037,flat,dlf the ultima,sector 81,2.2,10476.0,2100.0,Super Built up area 2100(195.1 sq.m.),3,4,3+,17.0,East,Relatively New,2100.0,,,0,1,0,0,0,2,49
2038,flat,pivotal devaan,sector 84,0.35,6003.0,583.0,Super Built up area 583(54.16 sq.m.),2,2,1,4.0,East,Relatively New,583.0,,,0,0,0,0,0,0,37
2039,flat,krrish florence estate,sector 70,1.25,6702.0,1865.0,Super Built up area 1865(173.26 sq.m.),3,3,3,18.0,North-East,Under Construction,1865.0,,,0,0,0,0,0,0,51
2040,house,international city by sobha phase 1,sector 109,6.0,24691.0,2430.0,Plot area 270(225.75 sq.m.),4,5,3+,2.0,North,Relatively New,,2430.0,,0,1,0,0,0,1,96
2041,flat,emaar mgf palm hills,sector 77,1.64,8410.0,1950.0,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,South,Relatively New,1950.0,,,0,1,0,0,0,0,102
2042,flat,tarc maceo,sector 91,1.8,7759.0,2320.0,Carpet area: 2320 (215.54 sq.m.),4,3,3+,0.0,North,Relatively New,,,2320.0,1,0,0,1,0,2,45
2043,house,independent,sector 7,0.27,12000.0,225.0,Plot area 225(20.9 sq.m.),2,2,1,2.0,North-East,Moderately Old,,225.0,,0,0,0,0,0,0,12
2045,flat,proxima tower,sector 37c,0.6,4601.0,1304.0,Super Built up area 1304(121.15 sq.m.),2,2,3,5.0,,Under Construction,1304.0,,,1,0,0,1,0,0,55
